Case ID,Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,Resolution_Time_Hours,Predicted_Duration_Hours,Absolute_Error_Hours
INC1480,Variant 1,High,Bug,App,6,3,0.0,0,18,11,0,6.516666666666667,4.885986408063612,1.6306802586030544
INC14800,Variant 13,Medium,Incident,Website,11,5,1.0,0,55,19,1,19.733333333333334,19.20543983686067,0.5278934964726645
INC14801,Variant 4,Medium,Bug,Email,7,4,1.0,0,28,12,0,14.1,12.648043677310332,1.451956322689668
INC14802,Variant 4,Low,Performance Issue,Website,7,4,1.0,0,28,9,1,29.95,27.573965139490145,2.3760348605098542
INC14803,Variant 8,Medium,Bug,Website,10,3,0.0,0,30,16,0,16.916666666666668,17.728264071268242,0.8115974046015744
INC14804,Variant 6,Medium,Technical Issue,Email,10,6,2.0,0,60,20,0,15.016666666666667,14.956315586419757,0.06035108024691027
INC14805,Variant 5,Medium,Feature Request,Phone,12,4,1.0,1,48,0,0,19.233333333333334,17.623289838864824,1.6100434944685098
INC14806,Variant 4,High,Service Request,Website,7,5,1.0,0,35,2,1,8.266666666666667,6.765277224627226,1.5013894420394411
INC14807,Variant 9,Medium,Bug,Website,10,4,1.0,0,40,21,0,16.333333333333332,17.813000398829555,1.4796670654962227
INC14808,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,0,1,13.716666666666667,13.129731370855811,0.5869352958108554
INC14809,Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,11,1,7.416666666666667,8.843986044973544,1.4273193783068772
INC1481,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,8,1,10.366666666666667,9.512739078396184,0.8539275882704835
INC14810,Variant 3,Low,Technical Issue,Website,8,4,1.0,0,32,3,0,31.766666666666666,27.7725976972102,3.994068969456464
INC14811,Variant 3,Medium,Maintenance,Email,8,4,1.0,0,32,4,0,14.216666666666667,14.734117394179881,0.5174507275132143
INC14812,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,4,0,16.95,18.92421504729836,1.9742150472983617
INC14813,Variant 1,Low,Bug,Email,6,3,0.0,0,18,18,0,20.9,21.374009474321984,0.4740094743219849
INC14814,Variant 4,High,Bug,Email,7,5,1.0,0,35,8,0,5.583333333333333,5.742506150793651,0.15917281746031797
INC14815,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,22,0,20.966666666666665,18.9155161070411,2.0511505596255653
INC14816,Variant 8,Low,Feature Request,Email,10,3,0.0,0,30,12,0,32.2,33.65123611712362,1.4512361171236137
INC14817,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,17,1,10.333333333333334,9.35418782868366,0.979145504649674
INC14818,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,23,0,6.683333333333334,6.423983294929567,0.2593500384037668
INC14820,Variant 3,Low,Service Request,Website,8,3,1.0,0,24,17,1,23.833333333333332,25.2991531525573,1.4658198192239666
INC14821,Variant 13,Medium,Bug,Website,11,4,1.0,0,44,0,0,20.966666666666665,19.036501691518357,1.9301649751483083
INC14822,Variant 10,Medium,Feature Request,Phone,6,3,1.0,1,18,1,1,9.45,9.34943364197531,0.1005663580246896
INC14823,Variant 9,Medium,Bug,Website,10,4,1.0,0,40,14,1,21.816666666666666,19.40214261263428,2.4145240540323876
INC14824,Variant 13,High,Performance Issue,Email,11,4,1.0,0,44,8,1,9.716666666666667,9.525424404761907,0.19124226190476
INC14825,Variant 3,Low,Performance Issue,Email,8,6,1.0,0,48,16,0,21.566666666666666,26.87824309718056,5.311576430513895
INC14826,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,9,0,12.583333333333334,13.217486013186562,0.6341526798532282
INC14827,Variant 4,Medium,Incident,Email,7,4,1.0,0,28,2,0,10.933333333333334,12.36149469404054,1.4281613607072057
INC14829,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,15,0,13.866666666666667,13.52163723649717,0.3450294301694967
INC1483,Variant 4,Medium,Bug,Email,7,3,1.0,0,21,0,0,10.0,11.105987918871243,1.105987918871243
INC14830,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,4,0,9.2,8.630279494887827,0.5697205051121728
INC14831,Variant 1,High,Feature Request,Website,6,3,0.0,0,18,23,1,3.95,4.476792768342764,0.526792768342764
INC14832,Variant 3,Low,Performance Issue,Email,8,3,1.0,0,24,20,0,24.566666666666666,26.292835594343934,1.7261689276772678
INC14833,Variant 3,Medium,Service Request,Website,8,5,1.0,0,40,10,0,11.916666666666666,12.8884990005365,0.971832333869834
INC14834,Variant 1,Low,Performance Issue,Website,6,2,0.0,0,12,20,0,21.85,20.650414853819047,1.1995851461809544
INC14835,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,1,1,9.4,9.790898095500177,0.3908980955001766
INC14836,Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,10,0,12.5,12.122282032627869,0.37771796737213137
INC14837,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,15,0,26.6,27.18721183690584,0.587211836905837
INC14838,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,14,0,10.15,9.426196869932795,0.7238031300672052
INC14839,Variant 10,High,Bug,Website,6,3,1.0,1,18,12,0,4.733333333333333,5.077808455388108,0.3444751220547744
INC1484,Variant 9,Low,Feature Request,Email,10,3,1.0,0,30,5,0,33.46666666666667,33.5215532547699,0.05488658810322988
INC14840,Variant 3,Low,Incident,Website,8,5,1.0,0,40,1,0,29.133333333333333,27.048029724442213,2.0853036088911203
INC14841,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,21,0,8.766666666666667,8.961500765129937,0.1948340984632697
INC14842,Variant 6,Medium,Feature Request,Website,10,5,2.0,0,50,23,0,16.933333333333334,15.377033791208781,1.5562995421245525
INC14843,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,23,0,27.083333333333332,27.882950157416733,0.799616824083401
INC14844,Variant 3,Low,Feature Request,Website,8,3,1.0,0,24,3,0,30.816666666666666,29.74227996432578,1.0743867023408882
INC14846,Variant 1,High,Feature Request,Website,6,3,0.0,0,18,22,0,5.0,4.106565626811462,0.8934343731885379
INC14847,Variant 8,High,Feature Request,Email,10,3,0.0,0,30,9,1,9.55,8.974274807599814,0.5757251924001867
INC14848,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,14,0,14.8,13.700693766191934,1.0993062338080666
INC14849,Variant 1,Low,Performance Issue,Email,6,3,0.0,0,18,23,0,15.3,18.42022890704975,3.12022890704975
INC1485,Variant 6,Medium,Incident,Website,10,7,2.0,0,70,8,0,13.283333333333333,14.286854621612962,1.0035212882796287
INC14850,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,22,0,28.383333333333333,25.33670316165318,3.046630171680153
INC14851,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,23,0,9.783333333333333,9.390563902854778,0.3927694304785554
INC14852,Variant 10,Medium,Bug,Phone,6,3,1.0,1,18,23,0,6.6,9.54566409377659,2.9456640937765908
INC14853,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,16,0,15.216666666666667,14.170719420865993,1.045947245800674
INC14854,Variant 3,High,Feature Request,Website,8,4,1.0,0,32,4,0,7.533333333333333,6.5088057679974325,1.0245275653359007
INC14855,Variant 4,High,Bug,Email,7,4,1.0,0,28,3,1,5.166666666666667,5.721921162016996,0.5552544953503293
INC14856,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,21,0,12.75,12.415176893132415,0.3348231068675851
INC14857,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,16,1,8.216666666666667,7.390800448933777,0.8258662177328899
INC14858,Variant 3,High,Performance Issue,Email,8,6,1.0,0,48,2,0,4.316666666666666,6.162363844797176,1.8456971781305098
INC14859,Variant 3,Low,Technical Issue,Email,8,5,1.0,0,40,22,1,24.4,26.010508457591815,1.6105084575918163
INC1486,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,4,0,11.433333333333334,12.489352098882708,1.056018765549375
INC14860,Variant 1,Medium,Incident,Email,6,3,0.0,0,18,21,0,9.9,9.594559616708631,0.30544038329136924
INC14861,Variant 4,Medium,Feature Request,Website,7,3,1.0,0,21,20,0,11.8,12.54499689153439,0.7449968915343899
INC14862,Variant 3,Medium,Service Request,App,8,5,1.0,0,40,0,0,11.783333333333333,12.447175437294185,0.6638421039608513
INC14863,Variant 4,Low,Feature Request,Website,7,4,1.0,0,28,3,1,25.533333333333335,25.459259832451504,0.07407350088183051
INC14864,Variant 3,High,Incident,App,8,5,1.0,0,40,12,0,8.083333333333334,6.461484060846567,1.6218492724867666
INC14865,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,7,1,5.95,6.845408410765653,0.8954084107656533
INC14866,Variant 11,High,Bug,Email,6,2,0.0,0,12,15,0,5.0,4.958688183421516,0.04131181657848426
INC14867,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,18,0,9.583333333333334,9.153285756450334,0.4300475768830001
INC14868,Variant 11,Low,Incident,Website,6,3,0.0,0,18,15,1,19.183333333333334,18.269114770723117,0.9142185626102162
INC14869,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,9,0,6.683333333333334,6.078603582836916,0.6047297504964178
INC1487,Variant 3,Low,Service Request,App,8,3,1.0,0,24,0,0,35.21666666666667,28.516143904320973,6.700522762345695
INC14870,Variant 9,High,Bug,Website,10,5,1.0,0,50,4,1,9.0,8.822804343033507,0.17719565696649298
INC14871,Variant 2,Medium,Feature Request,Website,4,2,0.0,1,8,8,0,4.75,4.8040130352671975,0.05401303526719747
INC14872,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,21,0,7.033333333333333,6.647698133964806,0.38563519936852764
INC14873,Variant 1,High,Feature Request,App,6,3,0.0,0,18,23,1,3.533333333333333,4.514414222505885,0.981080889172552
INC14874,Variant 2,High,Service Request,Website,4,2,0.0,1,8,16,0,1.0833333333333333,1.8623026895943573,0.778969356261024
INC14875,Variant 1,Low,Incident,Website,6,3,0.0,0,18,16,1,23.733333333333334,19.49001471861474,4.243318614718593
INC14877,Variant 4,Medium,Incident,Website,7,6,1.0,0,42,16,0,12.866666666666667,13.158431128747798,0.29176446208113127
INC14878,Variant 1,High,Incident,Website,6,2,0.0,0,12,19,0,4.616666666666666,4.9351356180856145,0.31846895141894827
INC14879,Variant 5,Medium,Maintenance,Website,12,5,1.0,1,60,18,1,18.383333333333333,18.72524821829405,0.3419148849607154
INC1488,Variant 1,Low,Performance Issue,Email,6,3,0.0,0,18,1,0,22.1,20.808073819755784,1.291926180244218
INC14880,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,11,0,12.233333333333333,12.870353021695827,0.6370196883624946
INC14881,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,9,0,13.7,13.217486013186562,0.48251398681343716
INC14882,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,20,1,16.2,13.499851255072086,2.7001487449279136
INC14884,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,15,0,9.433333333333334,8.943718304873615,0.4896150284597187
INC14885,Variant 5,Medium,Feature Request,Website,12,3,1.0,1,36,10,1,19.85,19.100362255491415,0.7496377445085862
INC14886,Variant 4,High,Bug,Website,7,4,1.0,0,28,21,0,5.033333333333333,6.048744312169314,1.0154109788359804
INC14887,Variant 3,Low,Incident,Email,8,5,1.0,0,40,7,0,24.916666666666668,27.08799691124962,2.1713302445829505
INC14888,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,6,0,30.35,30.032613263084954,0.31738673691504715
INC14889,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,5,0,7.566666666666666,7.326025320666988,0.2406413459996788
INC1489,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,16,1,11.616666666666667,12.983716685919866,1.367050019253199
INC14890,Variant 1,Low,Incident,Email,6,2,0.0,0,12,23,0,19.783333333333335,19.96167589586343,0.17834256253009428
INC14892,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,0,0,17.116666666666667,18.960253195480618,1.843586528813951
INC14893,Variant 2,Low,Maintenance,App,4,2,0.0,1,8,15,1,8.733333333333333,9.61600500440916,0.882671671075828
INC14894,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,9,1,15.633333333333333,14.295193007224258,1.338140326109075
INC14895,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,1,0,9.916666666666666,9.177266553426609,0.7394001132400572
INC14896,Variant 10,Low,Incident,App,6,4,1.0,1,24,19,0,20.416666666666668,19.857648941798942,0.5590177248677257
INC14898,Variant 1,Low,Bug,Website,6,3,0.0,0,18,16,0,16.15,18.568596604167436,2.418596604167437
INC14899,Variant 7,Medium,Bug,App,15,6,3.0,0,90,1,0,25.066666666666666,21.93453909578077,3.1321275708858956
INC1490,Variant 6,Medium,Bug,Website,10,6,2.0,0,60,6,0,15.4,15.707032281144787,0.307032281144787
INC14900,Variant 12,Medium,Incident,Website,6,3,0.0,0,18,0,0,10.333333333333334,9.165902491258741,1.1674308420745927
INC14901,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,15,0,15.916666666666666,12.680295433033452,3.236371233633214
INC14902,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,11,0,11.666666666666666,12.870353021695827,1.203686355029161
INC14903,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,20,0,10.483333333333333,12.22766676783012,1.744333434496788
INC14904,Variant 9,Medium,Feature Request,Email,10,4,1.0,0,40,12,1,20.116666666666667,19.585013580246894,0.531653086419773
INC14905,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,2,0,12.8,13.81200245348786,1.0120024534878596
INC14906,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,6,0,9.733333333333333,9.561291738816745,0.17204159451658718
INC14907,Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,18,0,8.1,8.485528164582343,0.3855281645823432
INC14908,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,4,1,7.833333333333333,6.5954190451523775,1.2379142881809555
INC14909,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,20,0,12.983333333333333,13.32567940117254,0.3423460678392072
INC1491,Variant 1,High,Bug,Email,6,2,0.0,0,12,16,0,5.516666666666667,5.177856371252205,0.3388102954144614
INC14910,Variant 5,High,Feature Request,Website,12,5,1.0,1,60,21,0,8.266666666666667,9.705329140612488,1.4386624739458203
INC14911,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,23,0,15.316666666666666,13.876974485699474,1.4396921809671923
INC14913,Variant 1,High,Technical Issue,Email,6,3,0.0,0,18,10,1,3.7666666666666666,4.559741588504087,0.7930749218374205
INC14914,Variant 3,High,Incident,Email,8,5,1.0,0,40,16,0,7.0,6.659387023007854,0.340612976992146
INC14915,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,14,0,10.55,9.703059943407023,0.8469400565929774
INC14916,Variant 3,Low,Incident,Email,8,5,1.0,0,40,3,0,20.0,25.758499074074063,5.758499074074063
INC14917,Variant 1,Low,Performance Issue,Website,6,2,0.0,0,12,8,0,16.283333333333335,17.136234199134197,0.8529008658008621
INC14918,Variant 4,Medium,Bug,Website,7,5,1.0,0,35,15,1,11.85,12.124555996472663,0.2745559964726638
INC14919,Variant 2,High,Performance Issue,Website,4,2,0.0,1,8,7,1,1.0666666666666667,1.688146340388007,0.6214796737213404
INC1492,Variant 3,Low,Service Request,Website,8,4,1.0,0,32,4,0,23.95,25.97830902877986,2.028309028779862
INC14920,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,13,1,10.45,12.17928286613078,1.7292828661307809
INC14921,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,19,0,9.05,9.564434868372375,0.5144348683723745
INC14922,Variant 1,Low,Service Request,Email,6,3,0.0,0,18,22,0,22.833333333333332,19.244194774411334,3.5891385589219986
INC14923,Variant 4,High,Feature Request,Email,7,4,1.0,0,28,7,1,5.716666666666667,5.783000022045852,0.06633335537918494
INC14924,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,10,0,4.733333333333333,4.991143401505903,0.2578100681725699
INC14925,Variant 1,Low,Incident,Website,6,3,0.0,0,18,8,1,21.166666666666668,19.917747768281085,1.2489188983855826
INC14926,Variant 3,High,Incident,Phone,8,4,1.0,0,32,21,1,7.15,7.546991579485333,0.3969915794853325
INC14927,Variant 3,Low,Incident,App,8,4,1.0,0,32,16,0,28.433333333333334,28.393508124899757,0.03982520843357662
INC14928,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,12,0,10.15,9.37444426029171,0.77555573970829
INC14929,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,21,0,25.783333333333335,25.944763938530603,0.1614306051972676
INC1493,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,18,1,9.466666666666667,8.485598965567847,0.9810677010988194
INC14930,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,19,0,8.416666666666666,7.387085315610315,1.0295813510563514
INC14931,Variant 1,Low,Bug,Email,6,3,0.0,0,18,12,1,23.283333333333335,19.577332578224265,3.70600075510907
INC14932,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,7,0,8.2,9.034296072269425,0.8342960722694261
INC14933,Variant 1,Medium,Service Request,Email,6,3,0.0,0,18,14,0,8.633333333333333,9.39911467318898,0.7657813398556463
INC14934,Variant 6,Medium,Bug,Website,10,7,2.0,0,70,6,1,14.616666666666667,15.449844135802469,0.8331774691358014
INC14935,Variant 1,High,Bug,Email,6,3,0.0,0,18,16,0,4.0,4.3867939302981,0.38679393029809983
INC14936,Variant 3,Medium,Technical Issue,Phone,8,5,1.0,0,40,12,1,13.466666666666667,13.49906478675645,0.032398120089784044
INC14938,Variant 3,High,Feature Request,Website,8,3,1.0,0,24,12,0,7.116666666666666,7.257897252284755,0.14123058561808843
INC14939,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,11,0,13.566666666666666,12.34870429878763,1.2179623678790357
INC1494,Variant 3,Medium,Performance Issue,App,8,4,1.0,0,32,2,0,13.983333333333333,13.625866754813089,0.35746657852024377
INC14940,Variant 11,Medium,Bug,Phone,6,2,0.0,0,12,22,1,10.6,9.569815167548507,1.0301848324514928
INC14941,Variant 1,High,Feature Request,Website,6,2,0.0,0,12,14,1,4.366666666666666,4.621502072310399,0.25483540564373275
INC14942,Variant 3,High,Technical Issue,Email,8,4,1.0,0,32,11,0,5.25,6.04178485449735,0.79178485449735
INC14943,Variant 1,High,Bug,Email,6,3,0.0,0,18,5,1,3.45,4.439385944765111,0.989385944765111
INC14944,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,3,0,13.8,13.504244806167977,0.295755193832024
INC14945,Variant 3,Medium,Incident,App,8,4,1.0,0,32,6,0,13.1,13.282744191910597,0.1827441919105972
INC14946,Variant 4,Low,Technical Issue,Website,7,4,1.0,0,28,13,0,23.183333333333334,26.360291693106287,3.1769583597729536
INC14947,Variant 5,Medium,Feature Request,Email,12,5,1.0,1,60,2,1,19.9,19.211527050264536,0.6884729497354627
INC14948,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,7,0,30.15,27.20204663868148,2.9479533613185183
INC1495,Variant 3,Low,Performance Issue,App,8,5,1.0,0,40,9,0,31.45,28.448009714114864,3.0019902858851353
INC14950,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,0,1,6.783333333333333,7.115772465415847,0.33243913208251374
INC14951,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,9,1,12.5,13.53856257014591,1.0385625701459098
INC14952,Variant 3,Low,Service Request,Website,8,5,1.0,0,40,7,0,25.316666666666666,27.07100028400249,1.7543336173358242
INC14953,Variant 3,Medium,Performance Issue,Website,8,6,1.0,0,48,2,1,11.4,13.843085305589469,2.4430853055894683
INC14954,Variant 3,Low,Maintenance,Phone,8,4,1.0,0,32,17,0,26.65,27.465963053740023,0.815963053740024
INC14955,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,14,0,22.1,25.159084654080505,3.059084654080504
INC14956,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,6,0,10.55,12.847929141986366,2.2979291419863657
INC14957,Variant 1,Medium,Maintenance,Website,6,2,0.0,0,12,7,0,10.783333333333333,9.497305464724088,1.2860278686092457
INC14958,Variant 7,Medium,Bug,Website,15,9,3.0,0,135,20,0,20.833333333333332,21.605702890011226,0.7723695566778943
INC14959,Variant 1,High,Bug,Email,6,3,0.0,0,18,11,0,4.766666666666667,4.7109777711486025,0.05568889551806411
INC1496,Variant 1,High,Feature Request,Email,6,3,0.0,0,18,15,1,3.966666666666667,5.174393411526747,1.2077267448600804
INC14960,Variant 1,Medium,Bug,Website,6,2,0.0,0,12,0,1,9.3,8.996927273960614,0.30307272603938706
INC14961,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,11,0,13.866666666666667,12.166778810148598,1.6998878565180693
INC14962,Variant 3,Medium,Service Request,App,8,4,1.0,0,32,21,0,12.85,13.268539681460517,0.41853968146051734
INC14963,Variant 1,Medium,Technical Issue,Email,6,2,0.0,0,12,9,0,11.016666666666667,9.902515178956849,1.1141514877098189
INC14964,Variant 3,High,Feature Request,App,8,3,1.0,0,24,16,0,5.933333333333334,6.437576631393301,0.5042432980599676
INC14965,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,11,1,14.616666666666667,13.640502319884183,0.9761643467824843
INC14966,Variant 5,High,Service Request,Website,12,6,1.0,1,72,10,0,9.416666666666666,9.614287367724875,0.1976207010582094
INC14967,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,1,0,11.55,13.13216959095475,1.5821695909547486
INC14968,Variant 1,Medium,Bug,App,6,2,0.0,0,12,6,0,7.85,8.722877346881514,0.8728773468815145
INC14969,Variant 4,High,Bug,Website,7,6,1.0,0,42,6,0,6.616666666666666,7.080995450537111,0.46432878387044507
INC1497,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,12,0,8.883333333333333,9.252499878569042,0.3691665452357089
INC14970,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,0,1,9.633333333333333,13.345488475567644,3.7121551422343106
INC14971,Variant 3,Low,Service Request,Website,8,3,1.0,0,24,17,0,31.183333333333334,28.947597899631226,2.235735433702107
INC14972,Variant 1,Medium,Technical Issue,Email,6,2,0.0,0,12,4,1,9.516666666666667,8.991957694003526,0.5247089726631415
INC14973,Variant 1,Medium,Maintenance,Email,6,3,0.0,0,18,16,1,7.816666666666666,9.597278718793913,1.7806120521272462
INC14974,Variant 8,Medium,Feature Request,Website,10,3,0.0,0,30,18,1,15.933333333333334,17.198231788119283,1.2648984547859499
INC14975,Variant 1,High,Performance Issue,Website,6,2,0.0,0,12,13,1,5.25,5.046964572310407,0.20303542768959293
INC14976,Variant 8,Medium,Incident,Website,10,3,0.0,0,30,7,0,18.916666666666668,18.76577643298059,0.15089023368607712
INC14977,Variant 1,Low,Bug,Website,6,3,0.0,0,18,1,1,21.483333333333334,19.449310162205265,2.0340231711280694
INC14978,Variant 3,High,Feature Request,App,8,5,1.0,0,40,21,0,6.333333333333333,6.975835147105982,0.6425018137726486
INC14979,Variant 3,Low,Incident,Email,8,5,1.0,0,40,8,0,28.1,29.492796210117035,1.3927962101170337
INC1498,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,15,0,9.3,6.855162650698068,2.444837349301933
INC14980,Variant 3,Medium,Performance Issue,Email,8,5,1.0,0,40,18,0,13.583333333333334,13.133525385571224,0.4498079477621104
INC14981,Variant 8,Medium,Service Request,Email,10,3,0.0,0,30,12,0,21.95,18.92477878387046,3.0252212161295375
INC14982,Variant 4,Low,Feature Request,Website,7,4,1.0,0,28,2,0,27.25,26.446495412457917,0.8035045875420828
INC14983,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,23,0,12.116666666666667,9.805208976004927,2.31145769066174
INC14984,Variant 4,High,Bug,Website,7,5,1.0,0,35,22,0,7.25,6.536952601410933,0.7130473985890671
INC14985,Variant 11,Low,Feature Request,Website,6,2,0.0,0,12,14,1,14.566666666666666,17.691606238977077,3.12493957231041
INC14986,Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,17,1,11.866666666666667,12.85568073485156,0.9890140681848933
INC14987,Variant 3,Low,Incident,App,8,4,1.0,0,32,13,0,26.416666666666668,26.764586243386223,0.34791957671955487
INC14988,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,22,0,12.866666666666667,13.916886812593894,1.0502201459272271
INC14989,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,3,1,7.933333333333334,8.974812122445456,1.0414787891121229
INC1499,Variant 3,Medium,Incident,Email,8,4,1.0,0,32,15,0,13.766666666666667,13.71834282507616,0.0483238415905074
INC14990,Variant 3,Low,Service Request,Email,8,4,1.0,0,32,14,1,25.233333333333334,27.93134736251406,2.698014029180726
INC14991,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,8,1,8.233333333333333,8.72610845605012,0.4927751227167878
INC14992,Variant 6,Medium,Technical Issue,Email,10,6,2.0,0,60,8,0,16.233333333333334,15.362877531265031,0.8704558020683031
INC14993,Variant 3,Medium,Performance Issue,Website,8,6,1.0,0,48,23,0,11.666666666666666,13.69395549157632,2.027288824909654
INC14994,Variant 1,Low,Service Request,Website,6,2,0.0,0,12,3,0,22.266666666666666,20.02398888688472,2.242677779781946
INC14995,Variant 3,High,Performance Issue,Website,8,6,1.0,0,48,14,1,7.433333333333334,7.134624977954138,0.2987083553791958
INC14996,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,23,0,14.266666666666667,13.947477302806037,0.31918936386063024
INC14997,Variant 3,Medium,Service Request,App,8,6,1.0,0,48,9,0,14.416666666666666,14.30568353174604,0.11098313492062672
INC14998,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,19,0,5.15,6.221986502386506,1.0719865023865056
INC14999,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,4,1,7.583333333333333,6.185521328362997,1.3978120049703362
INC1500,Variant 3,Low,Feature Request,Website,8,6,1.0,0,48,18,1,27.633333333333333,26.62898310084976,1.0043502324835742
INC15000,Variant 3,High,Maintenance,Email,8,5,1.0,0,40,7,0,7.6,7.594975513067174,0.005024486932825312
INC15001,Variant 4,Low,Feature Request,Website,7,5,1.0,0,35,23,1,26.916666666666668,26.231004475308627,0.6856621913580412
INC15002,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,11,0,12.516666666666667,12.870353021695827,0.35368635502915957
INC15003,Variant 1,High,Performance Issue,Email,6,2,0.0,0,12,8,1,4.633333333333334,4.643829288920957,0.010495955587622952
INC15004,Variant 5,Low,Bug,Website,12,6,1.0,1,72,7,0,36.61666666666667,36.16907654320987,0.4475901234567985
INC15005,Variant 1,High,Maintenance,Website,6,3,0.0,0,18,9,1,4.7,5.019434459676128,0.3194344596761276
INC15006,Variant 1,Low,Maintenance,Email,6,3,0.0,0,18,3,0,19.033333333333335,17.31174175813293,1.7215915752004065
INC15007,Variant 2,Medium,Maintenance,Email,4,2,0.0,1,8,17,1,4.633333333333334,4.001065652557315,0.6322676807760184
INC15008,Variant 3,High,Performance Issue,Website,8,5,1.0,0,40,15,0,6.15,6.619220598383093,0.4692205983830924
INC15009,Variant 1,Medium,Technical Issue,Email,6,2,0.0,0,12,7,1,9.533333333333333,9.59842151875903,0.06508818542569728
INC1501,Variant 7,Medium,Bug,Email,15,9,3.0,0,135,11,0,23.666666666666668,23.26526545815294,0.40140120851372885
INC15010,Variant 2,High,Technical Issue,Email,4,2,0.0,1,8,5,1,2.05,1.9742398368606686,0.0757601631393312
