Case ID,Variant,Priority,Issue Type,Report Channel,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,Resolution_Time_Hours
INC17123,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,1,1,12.383333333333333
INC17124,Variant 4,Medium,Service Request,Website,7,5,1.0,0,35,7,0,13.866666666666667
INC17125,Variant 1,Low,Service Request,Website,6,3,0.0,0,18,3,1,15.666666666666666
INC17126,Variant 11,Low,Bug,Email,6,3,0.0,0,18,6,0,20.25
INC17127,Variant 3,Low,Incident,Website,8,6,1.0,0,48,10,0,24.566666666666666
INC17128,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,12.583333333333334
INC1713,Variant 4,High,Feature Request,Website,7,4,1.0,0,28,7,0,7.7
INC17130,Variant 3,Medium,Feature Request,App,8,4,1.0,0,32,4,0,12.733333333333333
INC17131,Variant 3,Low,Service Request,Website,8,3,1.0,0,24,2,0,26.483333333333334
INC17132,Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,12,0,15.25
INC17133,Variant 1,High,Bug,Website,6,3,0.0,0,18,7,0,4.616666666666666
INC17134,Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,1,0,13.583333333333334
INC17135,Variant 6,Medium,Incident,Email,10,7,2.0,0,70,6,0,13.433333333333334
INC17136,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,15,0,25.25
INC17137,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,15,1,28.85
INC17138,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,7,0,25.9
INC17139,Variant 1,Medium,Technical Issue,Email,6,3,0.0,0,18,19,0,11.633333333333333
INC1714,Variant 1,Low,Bug,Email,6,3,0.0,0,18,16,1,24.483333333333334
INC17140,Variant 1,Medium,Incident,App,6,3,0.0,0,18,12,0,6.633333333333334
INC17141,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,11,0,9.383333333333333
INC17142,Variant 3,High,Feature Request,Website,8,4,1.0,0,32,9,0,8.0
INC17143,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,12,1,15.083333333333334
INC17144,Variant 4,Medium,Incident,Email,7,4,1.0,0,28,2,0,11.933333333333334
INC17145,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,20,0,14.983333333333333
INC17146,Variant 3,Medium,Feature Request,Website,8,5,1.0,0,40,21,0,12.483333333333333
INC17147,Variant 3,Medium,Service Request,Website,8,4,1.0,0,32,21,0,13.85
INC17148,Variant 3,Low,Technical Issue,Website,8,5,1.0,0,40,3,0,27.6
INC17149,Variant 1,Low,Bug,Email,6,3,0.0,0,18,13,0,20.216666666666665
INC1715,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,1,0,11.233333333333333
INC17150,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,4,1,27.216666666666665
INC17151,Variant 1,High,Feature Request,Website,6,3,0.0,0,18,9,0,4.716666666666667
INC17152,Variant 8,Medium,Bug,Email,10,3,0.0,0,30,4,0,18.25
INC17153,Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,15,0,15.516666666666667
INC17154,Variant 1,High,Service Request,Website,6,3,0.0,0,18,18,0,4.033333333333333
INC17155,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,3,0,35.1
INC17156,Variant 1,High,Bug,Website,6,2,0.0,0,12,9,0,4.8
INC17157,Variant 1,High,Bug,Email,6,2,0.0,0,12,1,0,2.95
INC17158,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,22,0,27.616666666666667
INC17159,Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,22,1,10.6
INC1716,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,5,0,13.866666666666667
INC17160,Variant 1,Low,Bug,Website,6,2,0.0,0,12,8,0,21.616666666666667
INC17161,Variant 1,High,Incident,Website,6,3,0.0,0,18,8,0,4.666666666666667
INC17163,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,4,0,9.283333333333333
INC17164,Variant 2,Medium,Feature Request,Email,4,2,0.0,1,8,15,1,4.9
INC17165,Variant 1,Low,Incident,Website,6,3,0.0,0,18,10,0,17.383333333333333
INC17166,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,23,0,11.033333333333333
INC17167,Variant 3,Medium,Incident,Email,8,4,1.0,0,32,11,0,14.016666666666667
INC17168,Variant 3,High,Incident,Website,8,5,1.0,0,40,19,1,7.216666666666667
INC17169,Variant 3,Medium,Feature Request,Email,8,3,1.0,0,24,4,0,12.083333333333334
INC1717,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,16,0,11.533333333333333
INC17170,Variant 3,Medium,Performance Issue,App,8,5,1.0,0,40,20,0,10.7
INC17171,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,2,0,8.216666666666667
INC17172,Variant 4,Low,Bug,Website,7,4,1.0,0,28,13,0,28.7
INC17173,Variant 3,Medium,Technical Issue,Website,8,5,1.0,0,40,14,1,14.033333333333333
INC17174,Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,2,1,5.016666666666667
INC17175,Variant 4,Medium,Performance Issue,Website,7,5,1.0,0,35,7,0,10.7
INC17176,Variant 1,High,Bug,Website,6,2,0.0,0,12,0,0,4.716666666666667
INC17177,Variant 3,High,Feature Request,Email,8,4,1.0,0,32,6,0,5.166666666666667
INC17178,Variant 3,Low,Service Request,Website,8,5,1.0,0,40,2,0,31.0
INC17179,Variant 3,Low,Technical Issue,Website,8,5,1.0,0,40,19,1,23.966666666666665
INC1718,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,11,0,11.3
INC17180,Variant 5,Medium,Feature Request,App,12,4,1.0,1,48,21,0,17.95
INC17181,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,19,0,19.4
INC17182,Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,8,0,5.583333333333333
INC17183,Variant 12,Medium,Incident,Email,6,3,0.0,0,18,1,1,7.9
INC17184,Variant 4,High,Service Request,Email,7,5,1.0,0,35,15,1,5.283333333333333
INC17185,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,7,1,13.733333333333333
INC17186,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,11,0,7.583333333333333
INC17187,Variant 8,High,Bug,App,10,3,0.0,0,30,1,1,10.8
INC17188,Variant 13,High,Technical Issue,Website,11,3,1.0,0,33,3,0,8.666666666666666
INC17189,Variant 3,Medium,Incident,App,8,4,1.0,0,32,23,0,13.716666666666667
INC1719,Variant 3,Low,Maintenance,Website,8,5,1.0,0,40,5,0,29.266666666666666
INC17190,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,10,0,12.116666666666667
INC17191,Variant 1,Low,Service Request,Email,6,3,0.0,0,18,1,0,16.766666666666666
INC17192,Variant 1,Low,Incident,Website,6,3,0.0,0,18,3,0,14.95
INC17193,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,13,0,8.733333333333333
INC17194,Variant 1,Medium,Service Request,Website,6,3,0.0,0,18,8,0,9.75
INC17195,Variant 3,Low,Performance Issue,Email,8,4,1.0,0,32,3,0,28.666666666666668
INC17196,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,12.483333333333333
INC17197,Variant 3,High,Incident,Email,8,4,1.0,0,32,6,0,5.783333333333333
INC17198,Variant 8,Medium,Bug,Website,10,3,0.0,0,30,7,1,17.083333333333332
INC1720,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,0,13.733333333333333
INC17200,Variant 4,Medium,Incident,Email,7,5,1.0,0,35,7,0,13.9
INC17201,Variant 1,Medium,Incident,Email,6,2,0.0,0,12,10,0,8.65
INC17202,Variant 1,Medium,Incident,Website,6,3,0.0,0,18,14,0,8.1
INC17203,Variant 1,High,Bug,Website,6,2,0.0,0,12,0,1,3.283333333333333
INC17204,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,20,0,14.783333333333333
INC17205,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,8,0,8.35
INC17206,Variant 8,Low,Bug,Website,10,3,0.0,0,30,15,0,32.93333333333333
INC17207,Variant 3,High,Service Request,Website,8,5,1.0,0,40,10,1,8.783333333333333
INC17208,Variant 3,Medium,Performance Issue,Email,8,6,1.0,0,48,14,0,13.366666666666667
INC17209,Variant 3,High,Feature Request,Website,8,5,1.0,0,40,13,1,7.166666666666667
INC1721,Variant 3,Medium,Performance Issue,Phone,8,5,1.0,0,40,0,0,13.783333333333333
INC17210,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,8,1,13.783333333333333
INC17211,Variant 4,Low,Feature Request,Website,7,5,1.0,0,35,11,0,28.166666666666668
INC17212,Variant 3,High,Feature Request,Email,8,5,1.0,0,40,10,1,7.816666666666666
INC17213,Variant 9,High,Service Request,Email,10,4,1.0,0,40,10,0,9.8
INC17214,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,17,0,22.616666666666667
INC17216,Variant 4,Low,Incident,Website,7,5,1.0,0,35,13,0,26.95
INC17217,Variant 10,Medium,Feature Request,Website,6,4,1.0,1,24,9,0,7.766666666666667
INC17218,Variant 10,Medium,Incident,Email,6,4,1.0,1,24,15,0,10.966666666666667
INC17219,Variant 1,Medium,Maintenance,Email,6,2,0.0,0,12,12,0,10.533333333333333
INC17220,Variant 1,Low,Bug,Website,6,3,0.0,0,18,13,1,22.533333333333335
INC17221,Variant 4,Low,Performance Issue,Website,7,4,1.0,0,28,22,0,28.55
INC17224,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,3,1,11.916666666666666
INC17225,Variant 4,Low,Performance Issue,Email,7,5,1.0,0,35,14,0,21.95
INC17226,Variant 3,High,Performance Issue,Website,8,3,1.0,0,24,17,0,5.833333333333333
INC17227,Variant 1,Medium,Service Request,Email,6,2,0.0,0,12,17,0,7.75
INC17228,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,16,0,33.78333333333333
INC17229,Variant 5,Medium,Incident,Email,12,5,1.0,1,60,4,0,19.333333333333332
INC1723,Variant 1,Medium,Incident,Email,6,2,0.0,0,12,13,0,8.533333333333333
INC17230,Variant 4,Medium,Service Request,Email,7,5,1.0,0,35,2,1,14.666666666666666
INC17231,Variant 1,Low,Bug,App,6,2,0.0,0,12,3,0,20.466666666666665
INC17232,Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,0,0,5.366666666666666
INC17233,Variant 5,Medium,Bug,Website,12,6,1.0,1,72,5,0,19.333333333333332
INC17234,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,12,0,34.06666666666667
INC17235,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,0,1,26.583333333333332
INC17236,Variant 3,Medium,Service Request,Email,8,4,1.0,0,32,13,1,13.6
INC17237,Variant 1,Low,Feature Request,Website,6,2,0.0,0,12,16,1,18.633333333333333
INC17238,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,8,0,14.033333333333333
INC17239,Variant 13,Medium,Incident,App,11,6,1.0,0,66,4,0,20.916666666666668
INC1724,Variant 13,High,Performance Issue,Website,11,6,1.0,0,66,11,0,10.183333333333334
INC17240,Variant 5,Medium,Bug,Website,12,5,1.0,1,60,0,1,22.516666666666666
INC17241,Variant 3,Medium,Performance Issue,Email,8,6,1.0,0,48,22,1,12.45
INC17242,Variant 1,Medium,Performance Issue,Website,6,2,0.0,0,12,16,0,10.016666666666667
INC17243,Variant 5,Medium,Bug,Website,12,5,1.0,1,60,18,0,16.933333333333334
INC17244,Variant 3,Medium,Incident,Email,8,4,1.0,0,32,13,0,10.916666666666666
INC17245,Variant 1,Low,Bug,Website,6,3,0.0,0,18,1,0,25.216666666666665
INC17246,Variant 3,Low,Performance Issue,Website,8,3,1.0,0,24,18,0,26.133333333333333
INC17247,Variant 1,Low,Bug,Email,6,3,0.0,0,18,2,0,14.166666666666666
INC17248,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,10,1,6.266666666666667
INC17249,Variant 3,Low,Feature Request,Email,8,4,1.0,0,32,3,1,29.416666666666668
INC1725,Variant 3,High,Service Request,Website,8,4,1.0,0,32,17,0,7.55
INC17250,Variant 12,High,Incident,Email,6,3,0.0,0,18,21,0,5.15
INC17251,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,9,0,8.55
INC17252,Variant 4,Low,Technical Issue,Email,7,3,1.0,0,21,0,0,26.483333333333334
INC17253,Variant 3,Medium,Technical Issue,Website,8,4,1.0,0,32,11,0,14.683333333333334
INC17254,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,11,0,11.883333333333333
INC17255,Variant 8,Medium,Performance Issue,Website,10,3,0.0,0,30,1,0,19.45
INC17256,Variant 11,High,Bug,Website,6,3,0.0,0,18,20,0,2.9
INC17257,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,14,0,14.933333333333334
INC17258,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,12,1,10.483333333333333
INC17259,Variant 4,Low,Bug,Website,7,6,1.0,0,42,15,1,24.966666666666665
INC1726,Variant 3,Medium,Feature Request,Website,8,4,1.0,0,32,0,0,15.216666666666667
INC17260,Variant 1,High,Performance Issue,Website,6,2,0.0,0,12,11,0,5.2
INC17261,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,22,0,27.483333333333334
INC17262,Variant 1,Low,Bug,Email,6,2,0.0,0,12,8,0,17.816666666666666
INC17263,Variant 3,Low,Feature Request,App,8,5,1.0,0,40,14,0,27.133333333333333
INC17264,Variant 11,Medium,Service Request,Website,6,3,0.0,0,18,13,0,8.6
INC17265,Variant 1,Low,Performance Issue,Email,6,3,0.0,0,18,11,0,21.233333333333334
INC17266,Variant 1,Low,Bug,Email,6,3,0.0,0,18,16,0,18.666666666666668
INC17267,Variant 12,Medium,Bug,Email,6,3,0.0,0,18,17,0,11.616666666666667
INC17268,Variant 4,Low,Service Request,Email,7,4,1.0,0,28,7,1,20.216666666666665
INC17269,Variant 4,Medium,Service Request,Website,7,4,1.0,0,28,15,0,12.033333333333333
INC1727,Variant 4,Low,Incident,Website,7,5,1.0,0,35,16,0,32.666666666666664
INC17270,Variant 3,High,Maintenance,Phone,8,5,1.0,0,40,16,0,6.966666666666667
INC17271,Variant 1,High,Bug,Email,6,3,0.0,0,18,16,1,4.533333333333333
INC17272,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,17,0,12.216666666666667
INC17273,Variant 3,Medium,Incident,Website,8,4,1.0,0,32,22,1,11.6
INC17274,Variant 3,Low,Incident,Email,8,4,1.0,0,32,3,1,26.483333333333334
INC17275,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,14,0,22.2
INC17276,Variant 10,Medium,Feature Request,Website,6,4,1.0,1,24,12,0,7.783333333333333
INC17277,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,17,1,7.8
INC17278,Variant 1,Medium,Feature Request,App,6,3,0.0,0,18,17,0,10.8
INC17279,Variant 4,Low,Feature Request,Website,7,4,1.0,0,28,0,1,26.483333333333334
INC1728,Variant 1,Low,Feature Request,App,6,3,0.0,0,18,12,0,16.783333333333335
INC17280,Variant 3,Low,Feature Request,Website,8,5,1.0,0,40,9,0,27.016666666666666
INC17281,Variant 4,High,Bug,Email,7,4,1.0,0,28,11,0,6.233333333333333
INC17282,Variant 3,Low,Performance Issue,Phone,8,5,1.0,0,40,3,0,21.016666666666666
INC17283,Variant 1,Low,Feature Request,Website,6,3,0.0,0,18,10,0,20.816666666666666
INC17284,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,9,1,5.25
INC17285,Variant 1,Low,Incident,Website,6,3,0.0,0,18,17,1,19.266666666666666
INC17286,Variant 1,High,Incident,Email,6,3,0.0,0,18,22,1,3.816666666666667
INC17287,Variant 3,Low,Feature Request,Website,8,3,1.0,0,24,21,0,23.383333333333333
INC17288,Variant 3,High,Performance Issue,Email,8,4,1.0,0,32,18,1,6.0
INC17289,Variant 3,Medium,Feature Request,Email,8,5,1.0,0,40,17,0,12.933333333333334
INC1729,Variant 3,Medium,Incident,Email,8,4,1.0,0,32,22,0,14.483333333333333
INC17290,Variant 1,Medium,Service Request,Website,6,2,0.0,0,12,6,0,8.366666666666667
INC17291,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,0,0,7.05
INC17292,Variant 1,Low,Bug,Email,6,3,0.0,0,18,9,0,15.883333333333333
INC17293,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,15,1,12.616666666666667
INC17294,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,12,1,9.466666666666667
INC17295,Variant 1,Medium,Performance Issue,Website,6,3,0.0,0,18,14,1,11.6
INC17296,Variant 1,Low,Incident,Phone,6,3,0.0,0,18,7,0,16.1
INC17297,Variant 1,High,Performance Issue,Website,6,3,0.0,0,18,15,1,2.9833333333333334
INC17298,Variant 1,Medium,Maintenance,Email,6,3,0.0,0,18,21,1,8.866666666666667
INC17299,Variant 12,Medium,Bug,Email,6,2,0.0,0,12,9,1,9.533333333333333
INC1730,Variant 3,Low,Incident,Website,8,4,1.0,0,32,23,0,24.316666666666666
INC17300,Variant 8,Medium,Service Request,Email,10,3,0.0,0,30,0,0,16.616666666666667
INC17301,Variant 4,Medium,Performance Issue,Email,7,5,1.0,0,35,6,1,12.6
INC17302,Variant 10,Medium,Performance Issue,App,6,4,1.0,1,24,13,0,9.733333333333333
INC17303,Variant 1,Low,Incident,Email,6,3,0.0,0,18,19,1,18.383333333333333
INC17304,Variant 1,High,Feature Request,Website,6,2,0.0,0,12,1,0,4.166666666666667
INC17305,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,1,1,15.75
INC17306,Variant 1,Medium,Technical Issue,Email,6,3,0.0,0,18,7,1,6.866666666666666
INC17307,Variant 1,Low,Bug,Email,6,2,0.0,0,12,0,0,19.35
INC17308,Variant 1,Low,Feature Request,Email,6,2,0.0,0,12,14,1,18.916666666666668
INC17309,Variant 1,Low,Bug,Website,6,2,0.0,0,12,1,0,15.35
INC1731,Variant 2,Low,Bug,Website,4,2,0.0,1,8,8,0,10.983333333333333
INC17310,Variant 3,Low,Service Request,Website,8,4,1.0,0,32,3,0,26.183333333333334
INC17311,Variant 3,Medium,Performance Issue,Email,8,4,1.0,0,32,22,0,12.816666666666666
INC17312,Variant 12,Medium,Service Request,Email,6,2,0.0,0,12,15,0,6.733333333333333
INC17313,Variant 3,Low,Performance Issue,Website,8,5,1.0,0,40,13,0,30.866666666666667
INC17314,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,20,0,14.133333333333333
INC17315,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,1,1,15.25
INC17316,Variant 2,Medium,Maintenance,Website,4,2,0.0,1,8,12,0,4.583333333333333
INC17317,Variant 1,Medium,Maintenance,Website,6,3,0.0,0,18,21,0,9.6
INC17318,Variant 3,Low,Service Request,Email,8,5,1.0,0,40,11,0,30.916666666666668
INC1732,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,5,0,24.1
INC17320,Variant 4,Medium,Incident,Phone,7,4,1.0,0,28,7,0,11.5
INC17321,Variant 4,Medium,Incident,Email,7,4,1.0,0,28,0,1,12.616666666666667
INC17322,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,3,0,17.916666666666668
INC17323,Variant 9,Medium,Feature Request,Website,10,4,1.0,0,40,10,0,15.833333333333334
INC17324,Variant 1,Low,Bug,Email,6,3,0.0,0,18,11,1,20.266666666666666
INC17325,Variant 3,Medium,Performance Issue,Website,8,5,1.0,0,40,10,0,12.716666666666667
INC17326,Variant 1,Low,Bug,Email,6,3,0.0,0,18,11,0,18.683333333333334
INC17327,Variant 5,High,Service Request,Website,12,5,1.0,1,60,18,0,10.533333333333333
INC17328,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,15,0,11.383333333333333
INC17329,Variant 1,Low,Maintenance,Website,6,2,0.0,0,12,21,0,17.866666666666667
INC1733,Variant 8,High,Performance Issue,Website,10,3,0.0,0,30,14,1,8.183333333333334
INC17330,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,5,0,29.366666666666667
INC17331,Variant 1,Medium,Incident,Website,6,2,0.0,0,12,18,0,8.933333333333334
INC17332,Variant 3,Low,Performance Issue,Email,8,5,1.0,0,40,6,1,26.466666666666665
INC17333,Variant 5,High,Bug,Website,12,5,1.0,1,60,7,0,8.633333333333333
INC17334,Variant 7,Medium,Bug,Email,15,8,3.0,0,120,14,1,18.6
INC17335,Variant 8,Medium,Performance Issue,Website,10,3,0.0,0,30,16,1,18.4
INC17336,Variant 1,Medium,Performance Issue,Email,6,3,0.0,0,18,21,0,9.333333333333334
INC17337,Variant 6,Low,Incident,App,10,5,2.0,0,50,18,0,24.116666666666667
INC17338,Variant 7,High,Bug,Email,15,8,3.0,0,120,22,0,7.033333333333333
INC17339,Variant 12,Medium,Technical Issue,Website,6,3,0.0,0,18,9,0,9.733333333333333
INC1734,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,4,0,6.716666666666667
INC17340,Variant 1,High,Feature Request,Website,6,2,0.0,0,12,10,0,5.9
INC17341,Variant 1,Medium,Incident,Email,6,3,0.0,0,18,4,0,9.3
INC17342,Variant 7,Medium,Bug,Website,15,9,3.0,0,135,12,1,20.366666666666667
INC17343,Variant 1,Medium,Incident,Email,6,2,0.0,0,12,16,0,7.133333333333334
INC17344,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,9,0,14.0
INC17345,Variant 3,Low,Incident,Website,8,4,1.0,0,32,0,0,25.466666666666665
INC17346,Variant 3,Low,Feature Request,Website,8,4,1.0,0,32,13,1,32.78333333333333
INC17347,Variant 3,Medium,Technical Issue,Website,8,4,1.0,0,32,1,1,13.533333333333333
INC17348,Variant 1,Medium,Maintenance,Website,6,3,0.0,0,18,22,0,7.883333333333334
INC17349,Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,11,1,13.716666666666667
INC1735,Variant 4,Medium,Feature Request,Email,7,4,1.0,0,28,6,0,13.066666666666666
INC17350,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,2,1,3.216666666666667
INC17351,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,4,0,12.716666666666667
INC17352,Variant 1,Low,Performance Issue,Website,6,3,0.0,0,18,18,0,17.233333333333334
INC17353,Variant 1,Low,Technical Issue,Email,6,3,0.0,0,18,23,0,23.633333333333333
INC17354,Variant 5,Medium,Maintenance,Website,12,4,1.0,1,48,9,0,22.65
INC17355,Variant 8,High,Incident,Website,10,2,0.0,0,20,13,1,9.25
INC17356,Variant 1,Medium,Performance Issue,Email,6,2,0.0,0,12,10,0,10.0
INC17357,Variant 3,Medium,Service Request,Phone,8,4,1.0,0,32,5,0,14.983333333333333
INC17358,Variant 2,Low,Service Request,Website,4,3,0.0,1,12,22,0,10.1
INC17359,Variant 1,Medium,Feature Request,App,6,2,0.0,0,12,4,1,9.233333333333333
INC1736,Variant 1,Medium,Feature Request,Website,6,3,0.0,0,18,18,1,7.8
INC17360,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,0,1,9.466666666666667
INC17361,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,8,1,13.716666666666667
INC17362,Variant 1,Medium,Feature Request,Email,6,3,0.0,0,18,5,0,9.383333333333333
INC17363,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,20,1,12.883333333333333
INC17364,Variant 8,High,Bug,Email,10,3,0.0,0,30,23,1,7.7
INC17365,Variant 6,Low,Bug,Email,10,5,2.0,0,50,7,1,33.65
INC17366,Variant 3,Medium,Performance Issue,Website,8,3,1.0,0,24,8,0,12.816666666666666
INC17367,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,17,1,26.016666666666666
INC17368,Variant 11,Low,Performance Issue,Website,6,3,0.0,0,18,8,1,18.516666666666666
INC17369,Variant 3,Medium,Performance Issue,Email,8,3,1.0,0,24,5,0,13.366666666666667
INC1737,Variant 1,Medium,Bug,Email,6,3,0.0,0,18,16,1,9.883333333333333
INC17370,Variant 1,High,Maintenance,Email,6,2,0.0,0,12,1,1,5.366666666666666
INC17372,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,21,0,12.983333333333333
INC17373,Variant 13,Medium,Incident,Website,11,5,1.0,0,55,1,0,20.033333333333335
INC17374,Variant 3,High,Technical Issue,Website,8,5,1.0,0,40,6,0,8.3
INC17375,Variant 1,Low,Bug,Website,6,3,0.0,0,18,7,0,19.516666666666666
INC17376,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,2,0,6.35
INC17377,Variant 1,High,Performance Issue,Email,6,3,0.0,0,18,7,0,5.266666666666667
INC17378,Variant 4,High,Performance Issue,Email,7,4,1.0,0,28,12,0,6.516666666666667
INC17379,Variant 3,High,Performance Issue,Email,8,5,1.0,0,40,1,0,6.25
INC1738,Variant 1,High,Technical Issue,Email,6,2,0.0,0,12,15,1,4.85
INC17380,Variant 1,Medium,Service Request,Website,6,2,0.0,0,12,16,1,9.066666666666666
INC17381,Variant 3,Low,Performance Issue,Website,8,4,1.0,0,32,23,0,25.95
INC17382,Variant 7,Medium,Bug,Website,15,7,3.0,0,105,15,0,21.833333333333332
INC17383,Variant 3,Medium,Incident,Email,8,5,1.0,0,40,21,0,13.85
INC17384,Variant 1,High,Bug,Website,6,3,0.0,0,18,8,0,4.2
INC17385,Variant 3,Low,Maintenance,Email,8,4,1.0,0,32,6,0,27.583333333333332
INC17386,Variant 1,Medium,Feature Request,Website,6,2,0.0,0,12,8,1,9.033333333333333
INC17387,Variant 10,Low,Bug,App,6,4,1.0,1,24,1,0,20.483333333333334
INC17388,Variant 3,Medium,Maintenance,Email,8,6,1.0,0,48,6,1,14.483333333333333
INC17389,Variant 1,Low,Incident,Email,6,3,0.0,0,18,1,1,16.183333333333334
INC1739,Variant 1,Medium,Feature Request,Email,6,2,0.0,0,12,14,0,7.583333333333333
INC17390,Variant 3,Medium,Performance Issue,Website,8,4,1.0,0,32,14,0,11.783333333333333
INC17391,Variant 3,Medium,Incident,Website,8,5,1.0,0,40,13,1,16.016666666666666
INC17392,Variant 1,Low,Performance Issue,App,6,3,0.0,0,18,4,0,24.25
INC17393,Variant 3,High,Performance Issue,Website,8,4,1.0,0,32,21,0,7.55
INC17394,Variant 9,High,Incident,Email,10,5,1.0,0,50,17,1,11.316666666666666
INC17395,Variant 1,High,Bug,Email,6,2,0.0,0,12,1,0,5.316666666666666
INC17396,Variant 1,Medium,Bug,Website,6,3,0.0,0,18,16,0,8.416666666666666
INC17397,Variant 4,High,Feature Request,Email,7,4,1.0,0,28,4,0,7.1
INC17398,Variant 1,Medium,Incident,Website,6,2,0.0,0,12,6,0,11.7
INC17399,Variant 1,Medium,Incident,Website,6,2,0.0,0,12,12,1,9.233333333333333
INC1740,Variant 5,High,Feature Request,Email,12,4,1.0,1,48,7,0,9.433333333333334
INC17400,Variant 7,Medium,Bug,Email,15,8,3.0,0,120,9,1,20.083333333333332
INC17401,Variant 3,Medium,Feature Request,Website,8,6,1.0,0,48,18,0,12.616666666666667
INC17402,Variant 13,High,Incident,Website,11,6,1.0,0,66,5,0,8.4
INC17403,Variant 1,High,Bug,Website,6,3,0.0,0,18,1,1,4.85
INC17404,Variant 3,Medium,Feature Request,Email,8,4,1.0,0,32,3,0,10.466666666666667
INC17405,Variant 1,Medium,Bug,Email,6,2,0.0,0,12,16,0,10.766666666666667
INC17406,Variant 3,Medium,Incident,App,8,4,1.0,0,32,22,0,12.7
INC17407,Variant 3,High,Feature Request,App,8,3,1.0,0,24,6,0,7.633333333333334
