Case ID,Priority,Issue Type,Report Channel,Variant,Step_count,Reassignment_count,Escalation_count,Has_Bounce,Workload_Index,Open_Hour,Is_Weekend,SLA_Violation,SLA_Risk_Probability,Risk_Level
INC11630,High,Service Request,Website,Variant 3,8,5,1.0,0,40,3,0,0,0.05736302210437388,Dusuk
INC11631,Medium,Incident,Website,Variant 3,8,3,1.0,0,24,12,1,0,0.0014653539381854434,Dusuk
INC11632,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,4,0,0,0.0019374195212224158,Dusuk
INC11633,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,16,0,0,0.0,Dusuk
INC11634,High,Feature Request,App,Variant 6,10,6,2.0,0,60,16,0,0,0.4106708660913364,Orta
INC11635,Medium,Incident,Website,Variant 1,6,2,0.0,0,12,8,0,0,0.0,Dusuk
INC11636,Medium,Technical Issue,Email,Variant 1,6,3,0.0,0,18,3,1,0,0.0,Dusuk
INC11637,Low,Bug,Website,Variant 1,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC11638,Low,Feature Request,Website,Variant 3,8,4,1.0,0,32,10,1,0,0.0028009421728076083,Dusuk
INC11639,Medium,Feature Request,Phone,Variant 10,6,3,1.0,1,18,8,0,0,0.0,Dusuk
INC1164,Medium,Feature Request,Website,Variant 10,6,4,1.0,1,24,15,0,0,0.0,Dusuk
INC11640,Medium,Incident,Email,Variant 4,7,4,1.0,0,28,12,1,0,0.0,Dusuk
INC11641,Medium,Incident,Email,Variant 3,8,5,1.0,0,40,0,0,0,0.0019374195212224158,Dusuk
INC11642,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,20,1,0,0.0,Dusuk
INC11643,Medium,Performance Issue,Email,Variant 3,8,6,1.0,0,48,3,0,0,0.0,Dusuk
INC11644,Medium,Service Request,Website,Variant 5,12,5,1.0,1,60,18,1,0,0.05356805251872261,Dusuk
INC11645,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,16,0,0,0.0,Dusuk
INC11646,Medium,Bug,Website,Variant 4,7,5,1.0,0,35,3,0,0,0.0,Dusuk
INC11647,Low,Bug,Email,Variant 1,6,3,0.0,0,18,4,1,0,0.0,Dusuk
INC11648,Medium,Service Request,Website,Variant 4,7,5,1.0,0,35,18,0,0,0.0032453767595914964,Dusuk
INC1165,High,Incident,Email,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC11650,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,4,1,0,0.0,Dusuk
INC11651,Low,Bug,Website,Variant 2,4,3,0.0,1,12,13,1,0,0.0,Dusuk
INC11652,Medium,Service Request,Email,Variant 1,6,2,0.0,0,12,10,1,0,0.0,Dusuk
INC11653,High,Performance Issue,Website,Variant 3,8,5,1.0,0,40,4,0,0,0.8552186874366072,Yuksek
INC11654,Medium,Technical Issue,Website,Variant 9,10,4,1.0,0,40,2,1,0,0.06518578830108734,Dusuk
INC11655,Low,Bug,Website,Variant 1,6,3,0.0,0,18,17,1,0,0.0,Dusuk
INC11656,Medium,Bug,Website,Variant 5,12,5,1.0,1,60,23,1,0,0.04645236269010998,Dusuk
INC11657,Medium,Feature Request,Website,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC11658,High,Bug,Website,Variant 1,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC11659,Medium,Performance Issue,Website,Variant 10,6,4,1.0,1,24,4,0,0,0.0,Dusuk
INC1166,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,6,0,0,0.010255392054045942,Dusuk
INC11660,Low,Performance Issue,Website,Variant 3,8,5,1.0,0,40,2,0,0,0.0,Dusuk
INC11661,Medium,Feature Request,App,Variant 5,12,5,1.0,1,60,10,0,0,0.02736708920224582,Dusuk
INC11662,High,Feature Request,Website,Variant 3,8,6,1.0,0,48,8,0,1,0.6934687339984487,Orta
INC11663,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,10,0,0,0.0019374195212224158,Dusuk
INC11664,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,18,1,0,0.0,Dusuk
INC11665,Medium,Service Request,Website,Variant 9,10,5,1.0,0,50,18,0,0,0.04453035970000644,Dusuk
INC11666,High,Performance Issue,Email,Variant 3,8,5,1.0,0,40,8,1,0,0.8060595594409636,Yuksek
INC11667,Medium,Performance Issue,Email,Variant 3,8,3,1.0,0,24,21,0,0,0.009391438729084938,Dusuk
INC11668,Low,Performance Issue,Email,Variant 3,8,3,1.0,0,24,5,1,0,0.008169463837288655,Dusuk
INC11669,Low,Feature Request,Email,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC1167,Low,Performance Issue,Email,Variant 1,6,2,0.0,0,12,23,1,0,0.0,Dusuk
INC11671,High,Bug,Email,Variant 1,6,3,0.0,0,18,14,1,0,0.0,Dusuk
INC11672,Medium,Incident,Website,Variant 1,6,3,0.0,0,18,17,0,0,0.0,Dusuk
INC11673,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,10,0,0,0.0,Dusuk
INC11674,High,Incident,Email,Variant 11,6,2,0.0,0,12,16,0,0,0.0,Dusuk
INC11675,Medium,Bug,Website,Variant 4,7,5,1.0,0,35,18,0,0,0.005093712031701409,Dusuk
INC11676,High,Technical Issue,Email,Variant 1,6,3,0.0,0,18,10,0,0,0.0,Dusuk
INC11677,High,Bug,Website,Variant 7,15,9,3.0,0,135,12,0,1,0.995490640168327,Yuksek
INC11678,Medium,Bug,Email,Variant 4,7,4,1.0,0,28,13,0,0,0.003002246961495251,Dusuk
INC11679,Medium,Service Request,Website,Variant 6,10,7,2.0,0,70,3,0,0,0.07971680285514546,Dusuk
INC1168,Low,Feature Request,Website,Variant 1,6,2,0.0,0,12,0,0,0,0.0,Dusuk
INC11680,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,7,0,0,0.0,Dusuk
INC11681,High,Incident,Website,Variant 3,8,5,1.0,0,40,0,0,0,0.12604341678144185,Dusuk
INC11682,Low,Feature Request,Email,Variant 1,6,2,0.0,0,12,3,1,0,0.0,Dusuk
INC11683,Medium,Bug,Website,Variant 7,15,7,3.0,0,105,9,0,0,0.2440428450899114,Dusuk
INC11684,Low,Performance Issue,Website,Variant 3,8,5,1.0,0,40,9,0,0,0.0,Dusuk
INC11685,Medium,Incident,Website,Variant 1,6,3,0.0,0,18,18,1,0,0.0,Dusuk
INC11686,Medium,Incident,App,Variant 5,12,5,1.0,1,60,17,0,0,0.030638628575362502,Dusuk
INC11687,High,Performance Issue,Email,Variant 3,8,3,1.0,0,24,23,1,0,0.46058837466590463,Orta
INC11688,Medium,Performance Issue,Email,Variant 1,6,2,0.0,0,12,21,0,0,0.0,Dusuk
INC11689,Medium,Feature Request,Website,Variant 11,6,2,0.0,0,12,2,0,0,0.0,Dusuk
INC1169,Low,Incident,Email,Variant 3,8,4,1.0,0,32,19,0,0,0.0035313551177318585,Dusuk
INC11690,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,22,1,0,0.002611032154912063,Dusuk
INC11691,High,Service Request,Phone,Variant 12,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC11692,Low,Technical Issue,Website,Variant 1,6,3,0.0,0,18,10,1,0,0.0,Dusuk
INC11693,Medium,Incident,Website,Variant 3,8,4,1.0,0,32,8,0,0,0.0019374195212224158,Dusuk
INC11694,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,0,0,0,0.005689174466978638,Dusuk
INC11695,Medium,Bug,Website,Variant 7,15,9,3.0,0,135,15,0,0,0.6753205330721975,Orta
INC11696,Medium,Bug,Email,Variant 7,15,8,3.0,0,120,4,0,0,0.13486605309156866,Dusuk
INC11697,High,Incident,Email,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC11698,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC11699,Low,Bug,Website,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC1170,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,3,0,0,0.0,Dusuk
INC11700,High,Bug,Website,Variant 4,7,4,1.0,0,28,12,0,0,0.21771259684004826,Dusuk
INC11701,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,13,0,0,0.0,Dusuk
INC11702,Medium,Incident,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.015546729011356458,Dusuk
INC11703,High,Performance Issue,Website,Variant 10,6,3,1.0,1,18,10,0,0,0.0,Dusuk
INC11704,High,Performance Issue,Email,Variant 3,8,5,1.0,0,40,5,0,1,0.884507525607633,Yuksek
INC11705,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,4,0,0,0.5509578798283917,Orta
INC11706,High,Technical Issue,Email,Variant 1,6,2,0.0,0,12,22,1,0,0.0,Dusuk
INC11707,Low,Performance Issue,Website,Variant 3,8,5,1.0,0,40,0,1,0,0.00459414028169887,Dusuk
INC11708,Medium,Service Request,App,Variant 13,11,5,1.0,0,55,23,0,0,0.03475642675375429,Dusuk
INC11709,Low,Performance Issue,Website,Variant 1,6,3,0.0,0,18,22,0,0,0.0,Dusuk
INC1171,Low,Incident,Website,Variant 11,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC11710,Low,Service Request,App,Variant 10,6,4,1.0,1,24,20,1,0,0.0,Dusuk
INC11711,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,22,1,0,0.002611032154912063,Dusuk
INC11712,Medium,Incident,Website,Variant 8,10,3,0.0,0,30,8,0,0,0.01696435129697748,Dusuk
INC11713,Medium,Feature Request,Email,Variant 1,6,2,0.0,0,12,17,0,0,0.0,Dusuk
INC11714,Medium,Incident,Website,Variant 6,10,6,2.0,0,60,23,0,0,0.0033882895376690773,Dusuk
INC11715,High,Technical Issue,App,Variant 3,8,3,1.0,0,24,11,1,0,0.40097941841624535,Orta
INC11716,Medium,Performance Issue,Website,Variant 1,6,2,0.0,0,12,22,1,0,0.0,Dusuk
INC11717,Medium,Service Request,App,Variant 1,6,2,0.0,0,12,22,0,0,0.0,Dusuk
INC11718,Medium,Bug,Email,Variant 2,4,3,0.0,1,12,14,0,0,0.0,Dusuk
INC11719,Medium,Bug,Email,Variant 7,15,9,3.0,0,135,13,1,0,0.5836618776561509,Orta
INC1172,High,Bug,Email,Variant 4,7,5,1.0,0,35,0,0,0,0.5621160414538173,Orta
INC11720,Low,Performance Issue,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC11721,High,Maintenance,Email,Variant 1,6,3,0.0,0,18,18,1,0,0.0,Dusuk
INC11722,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,12,1,0,0.009600718543316731,Dusuk
INC11723,Medium,Feature Request,Website,Variant 6,10,8,2.0,0,80,2,0,0,0.06903893032432305,Dusuk
INC11724,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,21,0,0,0.0050959573912411306,Dusuk
INC11725,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,11,0,0,0.0,Dusuk
INC11726,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,13,1,0,0.0,Dusuk
INC11727,Low,Performance Issue,Website,Variant 3,8,3,1.0,0,24,16,0,0,0.014002458052408495,Dusuk
INC11728,Medium,Incident,Website,Variant 2,4,3,0.0,1,12,20,0,0,0.0,Dusuk
INC11729,Low,Bug,Email,Variant 1,6,3,0.0,0,18,15,0,0,0.0,Dusuk
INC1173,Low,Performance Issue,Website,Variant 3,8,5,1.0,0,40,15,1,0,0.006183273962353964,Dusuk
INC11730,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,13,1,0,0.0,Dusuk
INC11731,High,Bug,Email,Variant 1,6,3,0.0,0,18,19,1,0,0.0,Dusuk
INC11732,Medium,Bug,Website,Variant 12,6,4,0.0,0,24,9,0,0,0.0,Dusuk
INC11733,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,1,1,0,0.002938049338139297,Dusuk
INC11734,High,Technical Issue,Email,Variant 8,10,3,0.0,0,30,6,1,0,0.9004290756987663,Yuksek
INC11735,High,Incident,Website,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC11736,Medium,Incident,Website,Variant 3,8,4,1.0,0,32,12,0,0,0.006006635648580091,Dusuk
INC11737,High,Bug,Email,Variant 1,6,2,0.0,0,12,20,0,0,0.0,Dusuk
INC11738,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,22,0,0,0.0019374195212224158,Dusuk
INC11739,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,12,1,0,0.0,Dusuk
INC1174,Medium,Feature Request,Email,Variant 2,4,2,0.0,1,8,2,0,0,0.0,Dusuk
INC11740,Low,Performance Issue,Email,Variant 1,6,3,0.0,0,18,17,0,0,0.0,Dusuk
INC11741,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,19,0,0,0.0,Dusuk
INC11742,Low,Performance Issue,Website,Variant 1,6,3,0.0,0,18,7,1,0,0.0,Dusuk
INC11743,Medium,Performance Issue,Email,Variant 3,8,6,1.0,0,48,2,0,0,0.0,Dusuk
INC11744,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,8,0,0,0.0,Dusuk
INC11745,Low,Technical Issue,Website,Variant 3,8,5,1.0,0,40,3,0,0,0.004889135625532959,Dusuk
INC11747,Low,Performance Issue,App,Variant 1,6,2,0.0,0,12,0,0,0,0.0,Dusuk
INC11748,High,Incident,Website,Variant 3,8,4,1.0,0,32,19,1,0,0.08342219038362016,Dusuk
INC11749,Low,Incident,Website,Variant 1,6,2,0.0,0,12,14,0,0,0.0,Dusuk
INC1175,Medium,Technical Issue,Email,Variant 1,6,2,0.0,0,12,15,0,0,0.0,Dusuk
INC11750,Low,Bug,Phone,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC11751,Medium,Performance Issue,Email,Variant 6,10,6,2.0,0,60,12,0,0,0.007114365759911598,Dusuk
INC11752,Medium,Feature Request,Email,Variant 3,8,6,1.0,0,48,16,1,0,0.0,Dusuk
INC11753,Low,Feature Request,Website,Variant 2,4,2,0.0,1,8,2,0,0,0.0,Dusuk
INC11754,Low,Feature Request,Email,Variant 1,6,2,0.0,0,12,8,0,0,0.0,Dusuk
INC11755,Medium,Technical Issue,Website,Variant 3,8,5,1.0,0,40,4,0,0,0.0,Dusuk
INC11756,Low,Incident,Website,Variant 2,4,3,0.0,1,12,19,1,0,0.0,Dusuk
INC11757,Medium,Feature Request,Email,Variant 5,12,5,1.0,1,60,1,0,0,0.013098155366189891,Dusuk
INC11758,Medium,Incident,Website,Variant 3,8,3,1.0,0,24,18,0,0,0.007275377372193578,Dusuk
INC11759,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,11,0,0,0.00987923956136581,Dusuk
INC1176,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,19,0,0,0.0,Dusuk
INC11760,Low,Incident,Website,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC11761,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC11762,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,23,1,0,0.02771669234007672,Dusuk
INC11763,Medium,Bug,App,Variant 10,6,3,1.0,1,18,14,0,0,0.0,Dusuk
INC11764,Medium,Performance Issue,Email,Variant 3,8,6,1.0,0,48,8,0,0,0.003872603912785719,Dusuk
INC11765,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,6,0,0,0.0,Dusuk
INC11766,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,19,1,0,0.0,Dusuk
INC11767,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,20,0,0,0.003379340447348188,Dusuk
INC11768,High,Service Request,Email,Variant 3,8,3,1.0,0,24,16,1,0,0.1622938119170298,Dusuk
INC11769,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,12,0,0,0.006173925970743205,Dusuk
INC1177,Medium,Bug,App,Variant 1,6,2,0.0,0,12,16,0,0,0.0,Dusuk
INC11770,High,Performance Issue,Website,Variant 3,8,4,1.0,0,32,9,0,0,0.0281039022955427,Dusuk
INC11771,Medium,Service Request,Email,Variant 1,6,2,0.0,0,12,23,0,0,0.0,Dusuk
INC11772,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC11773,Medium,Maintenance,Email,Variant 6,10,6,2.0,0,60,3,0,0,0.02301626174004689,Dusuk
INC11774,Low,Technical Issue,Email,Variant 3,8,5,1.0,0,40,0,0,0,0.00915176897227733,Dusuk
INC11775,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,1,0,0,0.0019374195212224158,Dusuk
INC11776,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,19,1,0,0.0,Dusuk
INC11777,Medium,Feature Request,App,Variant 3,8,4,1.0,0,32,17,0,0,0.005938916934780814,Dusuk
INC11778,Medium,Bug,Website,Variant 12,6,3,0.0,0,18,1,0,0,0.0,Dusuk
INC11779,High,Bug,Email,Variant 1,6,2,0.0,0,12,21,0,0,0.0,Dusuk
INC1178,Low,Technical Issue,Email,Variant 10,6,3,1.0,1,18,13,0,0,0.0,Dusuk
INC11780,High,Incident,Email,Variant 1,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC11781,Medium,Bug,Website,Variant 1,6,2,0.0,0,12,17,0,0,0.0,Dusuk
INC11782,Medium,Feature Request,Website,Variant 3,8,4,1.0,0,32,23,0,0,0.0019374195212224158,Dusuk
INC11783,Medium,Feature Request,App,Variant 3,8,4,1.0,0,32,12,0,0,0.0019374195212224158,Dusuk
INC11785,High,Performance Issue,Website,Variant 3,8,3,1.0,0,24,6,0,0,0.11310490555876566,Dusuk
INC11786,High,Bug,Website,Variant 1,6,2,0.0,0,12,18,0,0,0.0,Dusuk
INC11787,Medium,Bug,Website,Variant 7,15,7,3.0,0,105,2,0,1,0.8891163376847467,Yuksek
INC11788,Medium,Technical Issue,Website,Variant 2,4,3,0.0,1,12,19,0,0,0.0,Dusuk
INC11789,Low,Bug,Website,Variant 2,4,3,0.0,1,12,22,0,0,0.0,Dusuk
INC1179,Medium,Incident,Email,Variant 3,8,4,1.0,0,32,10,0,0,0.0019374195212224158,Dusuk
INC11790,Low,Incident,Website,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC11791,High,Bug,Email,Variant 7,15,8,3.0,0,120,13,1,1,0.9867450349029763,Yuksek
INC11792,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,19,0,0,0.0,Dusuk
INC11794,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,20,0,0,0.0019374195212224158,Dusuk
INC11795,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,17,0,0,0.0019374195212224158,Dusuk
INC11796,Medium,Performance Issue,Phone,Variant 1,6,3,0.0,0,18,5,1,0,0.0034305887845013693,Dusuk
INC11797,Low,Performance Issue,Email,Variant 3,8,5,1.0,0,40,10,1,0,0.004028312617341137,Dusuk
INC11798,Medium,Feature Request,Email,Variant 3,8,5,1.0,0,40,23,0,0,0.0019374195212224158,Dusuk
INC11799,High,Bug,Website,Variant 1,6,2,0.0,0,12,14,0,0,0.0,Dusuk
INC1180,Medium,Feature Request,Email,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC11800,High,Service Request,Email,Variant 3,8,5,1.0,0,40,12,0,0,0.186118555797606,Dusuk
INC11801,High,Bug,Website,Variant 12,6,3,0.0,0,18,9,0,0,0.0,Dusuk
INC11802,Medium,Bug,Website,Variant 2,4,3,0.0,1,12,7,1,0,0.0,Dusuk
INC11803,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,4,0,0,0.0019374195212224158,Dusuk
INC11804,Medium,Bug,Phone,Variant 4,7,6,1.0,0,42,13,0,0,0.003872603912785719,Dusuk
INC11805,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,23,1,0,0.004616048994974874,Dusuk
INC11806,Medium,Maintenance,Email,Variant 3,8,4,1.0,0,32,23,0,0,0.004986523066348372,Dusuk
INC11807,Low,Feature Request,Website,Variant 3,8,4,1.0,0,32,3,1,0,0.007507342525047132,Dusuk
INC11808,High,Performance Issue,Email,Variant 3,8,4,1.0,0,32,11,0,0,0.2178183522841444,Dusuk
INC11809,Medium,Incident,Email,Variant 12,6,3,0.0,0,18,7,0,0,0.0,Dusuk
INC1181,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.0019374195212224158,Dusuk
INC11810,Medium,Incident,Email,Variant 1,6,3,0.0,0,18,8,1,0,0.0,Dusuk
INC11811,Medium,Incident,Website,Variant 1,6,2,0.0,0,12,2,0,0,0.0,Dusuk
INC11812,High,Feature Request,Email,Variant 3,8,4,1.0,0,32,21,0,0,0.06007786990996206,Dusuk
INC11813,Low,Feature Request,Website,Variant 1,6,3,0.0,0,18,4,0,0,0.0,Dusuk
INC11814,Medium,Feature Request,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.0019374195212224158,Dusuk
INC11815,Medium,Bug,Email,Variant 7,15,8,3.0,0,120,17,0,0,0.5711046836907042,Orta
INC11816,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,3,0,0,0.0,Dusuk
INC11817,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,11,0,0,0.005760761482384183,Dusuk
INC11818,Medium,Service Request,Website,Variant 3,8,4,1.0,0,32,23,0,0,0.0019374195212224158,Dusuk
INC1182,Medium,Performance Issue,Email,Variant 3,8,3,1.0,0,24,12,0,0,0.0019374195212224158,Dusuk
INC11820,Medium,Performance Issue,Website,Variant 3,8,3,1.0,0,24,3,1,0,0.0,Dusuk
INC11821,High,Feature Request,Email,Variant 3,8,4,1.0,0,32,3,1,1,0.5697222443799559,Orta
INC11823,Low,Feature Request,Website,Variant 3,8,5,1.0,0,40,18,0,0,0.0,Dusuk
INC11824,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,20,0,0,0.003379340447348188,Dusuk
INC11825,Low,Incident,Email,Variant 3,8,5,1.0,0,40,11,0,0,0.006879415155522481,Dusuk
INC11826,Medium,Feature Request,App,Variant 3,8,5,1.0,0,40,22,0,0,0.007700360199517308,Dusuk
INC11827,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,10,1,0,0.0,Dusuk
INC11828,High,Bug,Email,Variant 7,15,7,3.0,0,105,6,1,1,0.9839558164027511,Yuksek
INC11829,Low,Bug,Website,Variant 4,7,4,1.0,0,28,12,0,0,0.00421177060572411,Dusuk
INC1183,Medium,Performance Issue,App,Variant 3,8,4,1.0,0,32,20,1,0,0.0,Dusuk
INC11830,Low,Technical Issue,Website,Variant 1,6,3,0.0,0,18,21,0,0,0.0,Dusuk
INC11831,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,14,0,0,0.0019374195212224158,Dusuk
INC11832,Low,Bug,Email,Variant 1,6,3,0.0,0,18,6,0,0,0.0,Dusuk
INC11833,Low,Bug,Email,Variant 1,6,2,0.0,0,12,6,0,0,0.0,Dusuk
INC11834,Low,Performance Issue,Website,Variant 4,7,4,1.0,0,28,22,0,0,0.005361776820905346,Dusuk
INC11835,High,Incident,Email,Variant 3,8,5,1.0,0,40,6,0,0,0.4105753444653161,Orta
INC11836,Medium,Performance Issue,Email,Variant 3,8,5,1.0,0,40,13,0,0,0.0019374195212224158,Dusuk
INC11837,Low,Performance Issue,Website,Variant 3,8,4,1.0,0,32,18,0,0,0.0,Dusuk
INC11838,Medium,Bug,Email,Variant 7,15,9,3.0,0,135,19,0,0,0.5947281232749668,Orta
INC11839,Low,Feature Request,Email,Variant 3,8,6,1.0,0,48,10,0,0,0.030400233713460355,Dusuk
INC1184,Low,Bug,Website,Variant 1,6,2,0.0,0,12,3,1,0,0.0,Dusuk
INC11840,Low,Performance Issue,Website,Variant 3,8,6,1.0,0,48,10,0,0,0.019929826807230107,Dusuk
INC11841,Low,Incident,Email,Variant 5,12,5,1.0,1,60,7,1,0,0.11504597575480462,Dusuk
INC11842,Medium,Incident,Website,Variant 4,7,6,1.0,0,42,15,1,0,0.0,Dusuk
INC11843,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,14,0,0,0.0019374195212224158,Dusuk
INC11844,Medium,Service Request,Website,Variant 2,4,3,0.0,1,12,1,0,0,0.0,Dusuk
INC11845,Low,Service Request,Email,Variant 1,6,3,0.0,0,18,20,0,0,0.0,Dusuk
INC11846,Medium,Feature Request,Website,Variant 8,10,3,0.0,0,30,15,0,0,0.004053076924636692,Dusuk
INC11847,High,Bug,Website,Variant 1,6,2,0.0,0,12,12,1,0,0.0,Dusuk
INC11848,Medium,Performance Issue,Email,Variant 1,6,3,0.0,0,18,15,0,0,0.0,Dusuk
INC11849,Medium,Performance Issue,Website,Variant 1,6,3,0.0,0,18,4,1,0,0.0,Dusuk
INC1185,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,11,0,0,0.0,Dusuk
INC11850,Low,Incident,Website,Variant 3,8,3,1.0,0,24,5,1,0,0.005961015275366196,Dusuk
INC11851,Medium,Maintenance,Email,Variant 3,8,4,1.0,0,32,3,0,0,0.021792760272914706,Dusuk
INC11852,Medium,Service Request,Email,Variant 4,7,4,1.0,0,28,1,0,0,0.0,Dusuk
INC11853,Medium,Bug,Website,Variant 1,6,3,0.0,0,18,18,0,0,0.0,Dusuk
INC11854,Medium,Service Request,Website,Variant 4,7,4,1.0,0,28,3,1,0,0.009061417615012682,Dusuk
INC11855,Medium,Incident,Email,Variant 1,6,2,0.0,0,12,6,0,0,0.0,Dusuk
INC11856,Medium,Feature Request,Website,Variant 3,8,5,1.0,0,40,17,0,0,0.0019374195212224158,Dusuk
INC11857,Medium,Performance Issue,Website,Variant 3,8,5,1.0,0,40,10,1,0,0.0,Dusuk
INC11858,Medium,Bug,Email,Variant 7,15,6,3.0,0,90,20,0,0,0.5877704313860936,Orta
INC11859,High,Maintenance,Website,Variant 1,6,3,0.0,0,18,5,0,0,0.0,Dusuk
INC1186,Low,Bug,Email,Variant 5,12,4,1.0,1,48,5,1,0,0.07423755678424455,Dusuk
INC11860,Medium,Bug,Email,Variant 1,6,3,0.0,0,18,16,0,0,0.0,Dusuk
INC11861,Low,Bug,Website,Variant 1,6,3,0.0,0,18,10,0,0,0.0,Dusuk
INC11862,High,Bug,App,Variant 10,6,3,1.0,1,18,8,0,0,0.0014653539381854434,Dusuk
INC11863,High,Feature Request,App,Variant 1,6,2,0.0,0,12,22,0,0,0.0013501596123372298,Dusuk
INC11864,Medium,Performance Issue,App,Variant 3,8,4,1.0,0,32,21,0,0,0.0181126540589042,Dusuk
INC11865,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,15,0,0,0.0019374195212224158,Dusuk
INC11866,Medium,Performance Issue,Email,Variant 1,6,2,0.0,0,12,4,0,0,0.0,Dusuk
INC11867,Medium,Bug,Email,Variant 7,15,6,3.0,0,90,17,1,0,0.3980896468800179,Dusuk
INC11868,High,Incident,Website,Variant 3,8,5,1.0,0,40,9,0,0,0.08676098723825122,Dusuk
INC11869,Low,Bug,Website,Variant 1,6,3,0.0,0,18,14,0,0,0.0,Dusuk
INC1187,Medium,Bug,App,Variant 1,6,3,0.0,0,18,15,0,0,0.0,Dusuk
INC11870,Medium,Performance Issue,Website,Variant 3,8,4,1.0,0,32,2,1,0,0.0,Dusuk
INC11871,Low,Performance Issue,Email,Variant 3,8,4,1.0,0,32,15,0,0,0.0,Dusuk
INC11872,Medium,Service Request,Website,Variant 1,6,3,0.0,0,18,12,0,0,0.0,Dusuk
INC11873,Low,Bug,Email,Variant 2,4,3,0.0,1,12,9,0,0,0.0,Dusuk
